area_type_code,area_code,area_text,display_level,selectable,sort_sequence,unique_code,employment_code,unemployment_code
H,CS5009475000000,"Brookline town, VT",0,T,7457,50094,ENU5009410010,LAUST500940000000003
H,CS5009850000000,"Brownington town, VT",0,T,7458,50098,ENU5009810010,LAUST500980000000003
H,CS5010075000000,"Brunswick town, VT",0,T,7459,50100,ENU5010010010,LAUST501000000000003
H,CS5010300000000,"Buels gore, VT",0,T,7460,50103,ENU5010310010,LAUST501030000000003
H,CS5010450000000,"Burke town, VT",0,T,7461,50104,ENU5010410010,LAUST501040000000003
H,CS5011125000000,"Cabot town, VT",0,T,7463,50111,ENU5011110010,LAUST501110000000003
H,CS5011350000000,"Calais town, VT",0,T,7464,50113,ENU5011310010,LAUST501130000000003
H,CS5011500000000,"Cambridge town, VT",0,T,7465,50115,ENU5011510010,LAUST501150000000003
H,CS5011800000000,"Canaan town, VT",0,T,7466,50118,ENU5011810010,LAUST501180000000003
H,CS5011950000000,"Castleton town, VT",0,T,7467,50119,ENU5011910010,LAUST501190000000003
H,CS5012250000000,"Cavendish town, VT",0,T,7468,50122,ENU5012210010,LAUST501220000000003
H,CS5013150000000,"Charleston town, VT",0,T,7469,50131,ENU5013110010,LAUST501310000000003
H,CS5013300000000,"Charlotte town, VT",0,T,7470,50133,ENU5013310010,LAUST501330000000003
H,CS5013525000000,"Chelsea town, VT",0,T,7471,50135,ENU5013510010,LAUST501350000000003
H,CS5013675000000,"Chester town, VT",0,T,7472,50136,ENU5013610010,LAUST501360000000003
H,CS5014350000000,"Chittenden town, VT",0,T,7473,50143,ENU5014310010,LAUST501430000000003
H,CS5014500000000,"Clarendon town, VT",0,T,7474,50145,ENU5014510010,LAUST501450000000003
H,CS5014875000000,"Colchester town, VT",0,T,7475,50148,ENU5014810010,LAUST501480000000003
H,CS5015250000000,"Concord town, VT",0,T,7476,50152,ENU5015210010,LAUST501520000000003
H,CS5015700000000,"Corinth town, VT",0,T,7477,50157,ENU5015710010,LAUST501570000000003
H,CS5016000000000,"Cornwall town, VT",0,T,7478,50160,ENU5016010010,LAUST501600000000003
H,CS5016150000000,"Coventry town, VT",0,T,7479,50161,ENU5016110010,LAUST501610000000003
H,CS5016300000000,"Craftsbury town, VT",0,T,7480,50163,ENU5016310010,LAUST501630000000003
H,CS5016825000000,"Danby town, VT",0,T,7481,50168,ENU5016810010,LAUST501680000000003
H,CS5017125000000,"Danville town, VT",0,T,7482,50171,ENU5017110010,LAUST501710000000003
H,CS5017350000000,"Derby town, VT",0,T,7483,50173,ENU5017310010,LAUST501730000000003
H,CS5017725000000,"Dorset town, VT",0,T,7484,50177,ENU5017710010,LAUST501770000000003
H,CS5017875000000,"Dover town, VT",0,T,7485,50178,ENU5017810010,LAUST501780000000003
H,CS5018325000000,"Dummerston town, VT",0,T,7486,50183,ENU5018310010,LAUST501830000000003
H,CS5018550000000,"Duxbury town, VT",0,T,7487,50185,ENU5018510010,LAUST501850000000003
H,CS5021250000000,"East Haven town, VT",0,T,7488,50212,ENU5021210010,LAUST502120000000003
H,CS5021925000000,"East Montpelier town, VT",0,T,7489,50219,ENU5021910010,LAUST502190000000003
H,CS5023500000000,"Eden town, VT",0,T,7490,50235,ENU5023510010,LAUST502350000000003
H,CS5023725000000,"Elmore town, VT",0,T,7491,50237,ENU5023710010,LAUST502370000000003
H,CS5024050000000,"Enosburgh town, VT",0,T,7492,50240,ENU5024010010,LAUST502400000000003
H,CS5024175000000,"Essex town, VT",0,T,7493,50241,ENU5024110010,LAUST502410000000003
H,CS5024925000000,"Fairfax town, VT",0,T,7494,50249,ENU5024910010,LAUST502490000000003
H,CS5025225000000,"Fairfield town, VT",0,T,7495,50252,ENU5025210010,LAUST502520000000003
H,CS5025375000000,"Fair Haven town, VT",0,T,7496,50253,ENU5025310010,LAUST502530000000003
H,CS5025675000000,"Fairlee town, VT",0,T,7497,50256,ENU5025610010,LAUST502560000000003
H,CS5025825000000,"Fayston town, VT",0,T,7498,50258,ENU5025810010,LAUST502580000000003
H,CS5025975000000,"Ferdinand town, VT",0,T,7499,50259,ENU5025910010,LAUST502590000000003
H,CS5026300000000,"Ferrisburgh town, VT",0,T,7500,50263,ENU5026310010,LAUST502630000000003
H,CS5026500000000,"Fletcher town, VT",0,T,7501,50265,ENU5026510010,LAUST502650000000003
H,CS5027100000000,"Franklin town, VT",0,T,7502,50271,ENU5027110010,LAUST502710000000003
H,CS5027700000000,"Georgia town, VT",0,T,7503,50277,ENU5027710010,LAUST502770000000003
H,CS5027962000000,"Glastenbury town, VT",0,T,7504,50279,ENU5027910010,LAUST502790000000003
H,CS5028075000000,"Glover town, VT",0,T,7505,50280,ENU5028010010,LAUST502800000000003
H,CS5028600000000,"Goshen town, VT",0,T,7506,50286,ENU5028610010,LAUST502860000000003
H,CS5028900000000,"Grafton town, VT",0,T,7507,50289,ENU5028910010,LAUST502890000000003
H,CS5029125000000,"Granby town, VT",0,T,7508,50291,ENU5029110010,LAUST502910000000003
H,CS5029275000000,"Grand Isle town, VT",0,T,7509,50292,ENU5029210010,LAUST502920000000003
H,CS5029575000000,"Granville town, VT",0,T,7510,50295,ENU5029510010,LAUST502950000000003
H,CS5030175000000,"Greensboro town, VT",0,T,7511,50301,ENU5030110010,LAUST503010000000003
H,CS5030550000000,"Groton town, VT",0,T,7512,50305,ENU5030510010,LAUST503050000000003
H,CS5030775000000,"Guildhall town, VT",0,T,7513,50307,ENU5030710010,LAUST503070000000003
H,CS5030925000000,"Guilford town, VT",0,T,7514,50309,ENU5030910010,LAUST503090000000003
H,CS5031150000000,"Halifax town, VT",0,T,7515,50311,ENU5031110010,LAUST503110000000003
H,CS5031525000000,"Hancock town, VT",0,T,7516,50315,ENU5031510010,LAUST503150000000003
H,CS5031825000000,"Hardwick town, VT",0,T,7517,50318,ENU5031810010,LAUST503180000000003
H,CS5032275000000,"Hartford town, VT",0,T,7518,50322,ENU5032210010,LAUST503220000000003
H,CS5032425000000,"Hartland town, VT",0,T,7519,50324,ENU5032410010,LAUST503240000000003
H,CS5033025000000,"Highgate town, VT",0,T,7520,50330,ENU5033010010,LAUST503300000000003
H,CS5033475000000,"Hinesburg town, VT",0,T,7521,50334,ENU5033410010,LAUST503340000000003
H,CS5033775000000,"Holland town, VT",0,T,7522,50337,ENU5033710010,LAUST503370000000003
H,CS5034450000000,"Hubbardton town, VT",0,T,7523,50344,ENU5034410010,LAUST503440000000003
H,CS5034600000000,"Huntington town, VT",0,T,7524,50346,ENU5034610010,LAUST503460000000003
H,CS5035050000000,"Hyde Park town, VT",0,T,7525,50350,ENU5035010010,LAUST503500000000003
H,CS5035425000000,"Ira town, VT",0,T,7526,50354,ENU5035410010,LAUST503540000000003
H,CS5035575000000,"Irasburg town, VT",0,T,7527,50355,ENU5035510010,LAUST503550000000003
H,CS5035875000000,"Isle La Motte town, VT",0,T,7528,50358,ENU5035810010,LAUST503580000000003
H,CS5036175000000,"Jamaica town, VT",0,T,7529,50361,ENU5036110010,LAUST503610000000003
H,CS5036325000000,"Jay town, VT",0,T,7530,50363,ENU5036310010,LAUST503630000000003
H,CS5036700000000,"Jericho town, VT",0,T,7531,50367,ENU5036710010,LAUST503670000000003
H,CS5037075000000,"Johnson town, VT",0,T,7532,50370,ENU5037010010,LAUST503700000000003
H,CS5037685000000,"Killington town, VT",0,T,7533,50376,ENU5037610010,LAUST503760000000003
H,CS5037900000000,"Kirby town, VT",0,T,7534,50379,ENU5037910010,LAUST503790000000003
H,CS5039025000000,"Landgrove town, VT",0,T,7535,50390,ENU5039010010,LAUST503900000000003
H,CS5039325000000,"Leicester town, VT",0,T,7536,50393,ENU5039310010,LAUST503930000000003
H,CS5039700000000,"Lemington town, VT",0,T,7537,50397,ENU5039710010,LAUST503970000000003
H,CS5040075000000,"Lincoln town, VT",0,T,7538,50400,ENU5040010010,LAUST504000000000003
H,CS5040225000000,"Londonderry town, VT",0,T,7539,50402,ENU5040210010,LAUST504020000000003
H,CS5040525000000,"Lowell town, VT",0,T,7540,50405,ENU5040510010,LAUST504050000000003
H,CS5041275000000,"Ludlow town, VT",0,T,7541,50412,ENU5041210010,LAUST504120000000003
H,CS5041425000000,"Lunenburg town, VT",0,T,7542,50414,ENU5041410010,LAUST504140000000003
H,CS5041725000000,"Lyndon town, VT",0,T,7543,50417,ENU5041710010,LAUST504170000000003
H,CS5042475000000,"Maidstone town, VT",0,T,7544,50424,ENU5042410010,LAUST504240000000003
H,CS5042850000000,"Manchester town, VT",0,T,7545,50428,ENU5042810010,LAUST504280000000003
H,CS5043375000000,"Marlboro town, VT",0,T,7546,50433,ENU5043310010,LAUST504330000000003
H,CS5043600000000,"Marshfield town, VT",0,T,7547,50436,ENU5043610010,LAUST504360000000003
H,CS5044125000000,"Mendon town, VT",0,T,7548,50441,ENU5044110010,LAUST504410000000003
H,CS5044350000000,"Middlebury town, VT",0,T,7549,50443,ENU5044310010,LAUST504430000000003
H,CS5044500000000,"Middlesex town, VT",0,T,7550,50445,ENU5044510010,LAUST504450000000003
H,CS5044800000000,"Middletown Springs town, VT",0,T,7551,50448,ENU5044810010,LAUST504480000000003
H,CS5045250000000,"Milton town, VT",0,T,7552,50452,ENU5045210010,LAUST504520000000003
H,CS5045550000000,"Monkton town, VT",0,T,7553,50455,ENU5045510010,LAUST504550000000003
H,CS5045850000000,"Montgomery town, VT",0,T,7554,50458,ENU5045810010,LAUST504580000000003
H,CS5046225000000,"Moretown town, VT",0,T,7556,50462,ENU5046210010,LAUST504620000000003
H,CS5046450000000,"Morgan town, VT",0,T,7557,50464,ENU5046410010,LAUST504640000000003
H,CS5046675000000,"Morristown town, VT",0,T,7558,50466,ENU5046610010,LAUST504660000000003
H,CS5047200000000,"Mount Holly town, VT",0,T,7559,50472,ENU5047210010,LAUST504720000000003
H,CS5047425000000,"Mount Tabor town, VT",0,T,7560,50474,ENU5047410010,LAUST504740000000003
H,CS5047725000000,"Newark town, VT",0,T,7561,50477,ENU5047710010,LAUST504770000000003
H,CS5048175000000,"Newbury town, VT",0,T,7562,50481,ENU5048110010,LAUST504810000000003
H,CS5048400000000,"Newfane town, VT",0,T,7563,50484,ENU5048410010,LAUST504840000000003
H,CS5048700000000,"New Haven town, VT",0,T,7564,50487,ENU5048710010,LAUST504870000000003
H,CS5048925000000,"Newport town, VT",0,T,7566,50489,ENU5048910010,LAUST504890000000003
H,CS5050275000000,"Northfield town, VT",0,T,7567,50502,ENU5050210010,LAUST505020000000003
H,CS5050650000000,"North Hero town, VT",0,T,7568,50506,ENU5050610010,LAUST505060000000003
H,CS5052750000000,"Norton town, VT",0,T,7569,50527,ENU5052710010,LAUST505270000000003
H,CS5052900000000,"Norwich town, VT",0,T,7570,50529,ENU5052910010,LAUST505290000000003
H,CS5053425000000,"Orange town, VT",0,T,7571,50534,ENU5053410010,LAUST505340000000003
H,CS5053725000000,"Orwell town, VT",0,T,7572,50537,ENU5053710010,LAUST505370000000003
H,CS5053950000000,"Panton town, VT",0,T,7573,50539,ENU5053910010,LAUST505390000000003
H,CS5054250000000,"Pawlet town, VT",0,T,7574,50542,ENU5054210010,LAUST505420000000003
H,CS5054400000000,"Peacham town, VT",0,T,7575,50544,ENU5054410010,LAUST505440000000003
H,CS5055000000000,"Peru town, VT",0,T,7576,50550,ENU5055010010,LAUST505500000000003
H,CS5055450000000,"Pittsfield town, VT",0,T,7577,50554,ENU5055410010,LAUST505540000000003
H,CS5055600000000,"Pittsford town, VT",0,T,7578,50556,ENU5055610010,LAUST505560000000003
H,CS5055825000000,"Plainfield town, VT",0,T,7579,50558,ENU5055810010,LAUST505580000000003
H,CS5056050000000,"Plymouth town, VT",0,T,7580,50560,ENU5056010010,LAUST505600000000003
H,CS5056350000000,"Pomfret town, VT",0,T,7581,50563,ENU5056310010,LAUST505630000000003
H,CS5056875000000,"Poultney town, VT",0,T,7582,50568,ENU5056810010,LAUST505680000000003
H,CS5057025000000,"Pownal town, VT",0,T,7583,50570,ENU5057010010,LAUST505700000000003
H,CS5057250000000,"Proctor town, VT",0,T,7584,50572,ENU5057210010,LAUST505720000000003
H,CS5057700000000,"Putney town, VT",0,T,7585,50577,ENU5057710010,LAUST505770000000003
H,CS5058075000000,"Randolph town, VT",0,T,7586,50580,ENU5058010010,LAUST505800000000003
H,CS5058375000000,"Reading town, VT",0,T,7587,50583,ENU5058310010,LAUST505830000000003
H,CS5058600000000,"Readsboro town, VT",0,T,7588,50586,ENU5058610010,LAUST505860000000003
H,CS5059125000000,"Richford town, VT",0,T,7589,50591,ENU5059110010,LAUST505910000000003
H,CS5059275000000,"Richmond town, VT",0,T,7590,50592,ENU5059210010,LAUST505920000000003
H,CS5059650000000,"Ripton town, VT",0,T,7591,50596,ENU5059610010,LAUST505960000000003
H,CS5060100000000,"Rochester town, VT",0,T,7592,50601,ENU5060110010,LAUST506010000000003
H,CS5060250000000,"Rockingham town, VT",0,T,7593,50602,ENU5060210010,LAUST506020000000003
H,CS5060625000000,"Roxbury town, VT",0,T,7594,50606,ENU5060610010,LAUST506060000000003
H,CS5060850000000,"Royalton town, VT",0,T,7595,50608,ENU5060810010,LAUST506080000000003
H,CS5061000000000,"Rupert town, VT",0,T,7596,50610,ENU5061010010,LAUST506100000000003
H,CS5061300000000,"Rutland town, VT",0,T,7598,50613,ENU5061310010,LAUST506130000000003
H,CS5061525000000,"Ryegate town, VT",0,T,7599,50615,ENU5061510010,LAUST506150000000003
H,CS5061750000000,"St. Albans town, VT",0,T,7601,50617,ENU5061710010,LAUST506170000000003
H,CS5062050000000,"St. George town, VT",0,T,7602,50620,ENU5062010010,LAUST506200000000003
H,CS5062200000000,"St. Johnsbury town, VT",0,T,7603,50622,ENU5062210010,LAUST506220000000003
H,CS5062575000000,"Salisbury town, VT",0,T,7604,50625,ENU5062510010,LAUST506250000000003
H,CS5062875000000,"Sandgate town, VT",0,T,7605,50628,ENU5062810010,LAUST506280000000003
H,CS5063175000000,"Searsburg town, VT",0,T,7606,50631,ENU5063110010,LAUST506310000000003
H,CS5063550000000,"Shaftsbury town, VT",0,T,7607,50635,ENU5063510010,LAUST506350000000003
H,CS5063775000000,"Sharon town, VT",0,T,7608,50637,ENU5063710010,LAUST506370000000003
H,CS5064075000000,"Sheffield town, VT",0,T,7609,50640,ENU5064010010,LAUST506400000000003
H,CS5064300000000,"Shelburne town, VT",0,T,7610,50643,ENU5064310010,LAUST506430000000003
H,CS5064600000000,"Sheldon town, VT",0,T,7611,50646,ENU5064610010,LAUST506460000000003
H,CS5065050000000,"Shoreham town, VT",0,T,7612,50650,ENU5065010010,LAUST506500000000003
H,CS5065275000000,"Shrewsbury town, VT",0,T,7613,50652,ENU5065210010,LAUST506520000000003
H,CS5067000000000,"South Hero town, VT",0,T,7615,50670,ENU5067010010,LAUST506700000000003
H,CS5069550000000,"Springfield town, VT",0,T,7616,50695,ENU5069510010,LAUST506950000000003
H,CS5069775000000,"Stamford town, VT",0,T,7617,50697,ENU5069710010,LAUST506970000000003
H,CS5069925000000,"Stannard town, VT",0,T,7618,50699,ENU5069910010,LAUST506990000000003
H,CS5070075000000,"Starksboro town, VT",0,T,7619,50700,ENU5070010010,LAUST507000000000003
H,CS5070375000000,"Stockbridge town, VT",0,T,7620,50703,ENU5070310010,LAUST507030000000003
H,CS5070525000000,"Stowe town, VT",0,T,7621,50705,ENU5070510010,LAUST507050000000003
H,CS5070675000000,"Strafford town, VT",0,T,7622,50706,ENU5070610010,LAUST507060000000003
H,CS5070750000000,"Stratton town, VT",0,T,7623,50707,ENU5070710010,LAUST507070000000003
H,CS5071050000000,"Sudbury town, VT",0,T,7624,50710,ENU5071010010,LAUST507100000000003
H,CS5071425000000,"Sunderland town, VT",0,T,7625,50714,ENU5071410010,LAUST507140000000003
H,CS5071575000000,"Sutton town, VT",0,T,7626,50715,ENU5071510010,LAUST507150000000003
H,CS5071725000000,"Swanton town, VT",0,T,7627,50717,ENU5071710010,LAUST507170000000003
H,CS5072400000000,"Thetford town, VT",0,T,7628,50724,ENU5072410010,LAUST507240000000003
H,CS5072925000000,"Tinmouth town, VT",0,T,7629,50729,ENU5072910010,LAUST507290000000003
H,CS5073075000000,"Topsham town, VT",0,T,7630,50730,ENU5073010010,LAUST507300000000003
H,CS5073300000000,"Townshend town, VT",0,T,7631,50733,ENU5073310010,LAUST507330000000003
H,CS5073525000000,"Troy town, VT",0,T,7632,50735,ENU5073510010,LAUST507350000000003
H,CS5073675000000,"Tunbridge town, VT",0,T,7633,50736,ENU5073610010,LAUST507360000000003
H,CS5073975000000,"Underhill town, VT",0,T,7634,50739,ENU5073910010,LAUST507390000000003
H,CS5074800000000,"Vernon town, VT",0,T,7636,50748,ENU5074810010,LAUST507480000000003
H,CS5074950000000,"Vershire town, VT",0,T,7637,50749,ENU5074910010,LAUST507490000000003
H,CS5075175000000,"Victory town, VT",0,T,7638,50751,ENU5075110010,LAUST507510000000003
H,CS5075325000000,"Waitsfield town, VT",0,T,7639,50753,ENU5075310010,LAUST507530000000003
H,CS5075700000000,"Walden town, VT",0,T,7640,50757,ENU5075710010,LAUST507570000000003
H,CS5075925000000,"Wallingford town, VT",0,T,7641,50759,ENU5075910010,LAUST507590000000003
H,CS5076075000000,"Waltham town, VT",0,T,7642,50760,ENU5076010010,LAUST507600000000003
H,CS5076225000000,"Wardsboro town, VT",0,T,7643,50762,ENU5076210010,LAUST507620000000003
H,CS5076525000000,"Warren town, VT",0,T,7644,50765,ENU5076510010,LAUST507650000000003
H,CS5076562000000,"Warren's gore, VT",0,T,7645,50765,ENU5076510010,LAUST507650000000003
H,CS5076750000000,"Washington town, VT",0,T,7646,50767,ENU5076710010,LAUST507670000000003
H,CS5076975000000,"Waterbury town, VT",0,T,7647,50769,ENU5076910010,LAUST507690000000003
H,CS5077125000000,"Waterford town, VT",0,T,7648,50771,ENU5077110010,LAUST507710000000003
H,CS5077425000000,"Waterville town, VT",0,T,7649,50774,ENU5077410010,LAUST507740000000003
H,CS5077500000000,"Weathersfield town, VT",0,T,7650,50775,ENU5077510010,LAUST507750000000003
H,CS5077950000000,"Wells town, VT",0,T,7651,50779,ENU5077910010,LAUST507790000000003
H,CS5079975000000,"West Fairlee town, VT",0,T,7652,50799,ENU5079910010,LAUST507990000000003
H,CS5080200000000,"Westfield town, VT",0,T,7653,50802,ENU5080210010,LAUST508020000000003
H,CS5080350000000,"Westford town, VT",0,T,7654,50803,ENU5080310010,LAUST508030000000003
H,CS5080875000000,"West Haven town, VT",0,T,7655,50808,ENU5080810010,LAUST508080000000003
H,CS5081400000000,"Westminster town, VT",0,T,7656,50814,ENU5081410010,LAUST508140000000003
H,CS5081700000000,"Westmore town, VT",0,T,7657,50817,ENU5081710010,LAUST508170000000003
H,CS5082000000000,"Weston town, VT",0,T,7658,50820,ENU5082010010,LAUST508200000000003
H,CS5082300000000,"West Rutland town, VT",0,T,7659,50823,ENU5082310010,LAUST508230000000003
H,CS5083050000000,"West Windsor town, VT",0,T,7660,50830,ENU5083010010,LAUST508300000000003
H,CS5083275000000,"Weybridge town, VT",0,T,7661,50832,ENU5083210010,LAUST508320000000003
H,CS5083500000000,"Wheelock town, VT",0,T,7662,50835,ENU5083510010,LAUST508350000000003
H,CS5083800000000,"Whiting town, VT",0,T,7663,50838,ENU5083810010,LAUST508380000000003
H,CS5083950000000,"Whitingham town, VT",0,T,7664,50839,ENU5083910010,LAUST508390000000003
H,CS5084175000000,"Williamstown town, VT",0,T,7665,50841,ENU5084110010,LAUST508410000000003
H,CS5084475000000,"Williston town, VT",0,T,7666,50844,ENU5084410010,LAUST508440000000003
H,CS5084700000000,"Wilmington town, VT",0,T,7667,50847,ENU5084710010,LAUST508470000000003
H,CS5084850000000,"Windham town, VT",0,T,7668,50848,ENU5084810010,LAUST508480000000003
H,CS5084925000000,"Windsor town, VT",0,T,7669,50849,ENU5084910010,LAUST508490000000003
H,CS5085075000000,"Winhall town, VT",0,T,7670,50850,ENU5085010010,LAUST508500000000003
H,CS5085375000000,"Wolcott town, VT",0,T,7672,50853,ENU5085310010,LAUST508530000000003
H,CS5085525000000,"Woodbury town, VT",0,T,7673,50855,ENU5085510010,LAUST508550000000003
H,CS5085675000000,"Woodford town, VT",0,T,7674,50856,ENU5085610010,LAUST508560000000003
H,CS5085975000000,"Woodstock town, VT",0,T,7675,50859,ENU5085910010,LAUST508590000000003
H,CS5086125000000,"Worcester town, VT",0,T,7676,50861,ENU5086110010,LAUST508610000000003
H,CT0901150000000,"Ansonia city/town, CT",0,T,927,09011,ENU0901110010,LAUST090110000000003
H,CT0919480000000,"Derby city/town, CT",0,T,962,09194,ENU0919410010,LAUST091940000000003
H,CT2302060000000,"Auburn city, ME",0,T,2776,23020,ENU2302010010,LAUST230200000000003
H,CT2302100000000,"Augusta city, ME",0,T,2777,23021,ENU2302110010,LAUST230210000000003
H,CT2303355000000,"Bath city, ME",0,T,2786,23033,ENU2303310010,LAUST230330000000003
H,CT2303950000000,"Belfast city, ME",0,T,2790,23039,ENU2303910010,LAUST230390000000003
H,CT2304860000000,"Biddeford city, ME",0,T,2796,23048,ENU2304810010,LAUST230480000000003
H,CT2306925000000,"Brewer city, ME",0,T,2809,23069,ENU2306910010,LAUST230690000000003
H,CT2309585000000,"Calais city, ME",0,T,2826,23095,ENU2309510010,LAUST230950000000003
H,CT2310565000000,"Caribou city, ME",0,T,2833,23105,ENU2310510010,LAUST231050000000003
H,CT2321730000000,"Eastport city, ME",0,T,2902,23217,ENU2321710010,LAUST232170000000003
H,CT2323200000000,"Ellsworth city, ME",0,T,2907,23232,ENU2323210010,LAUST232320000000003
H,CT2327085000000,"Gardiner city, ME",0,T,2929,23270,ENU2327010010,LAUST232700000000003
H,CT2330550000000,"Hallowell city, ME",0,T,2947,23305,ENU2330510010,LAUST233050000000003
H,CT2355225000000,"Old Town city, ME",0,T,3096,23552,ENU2355210010,LAUST235520000000003
H,CT2360825000000,"Presque Isle city, ME",0,T,3133,23608,ENU2360810010,LAUST236080000000003
H,CT2363590000000,"Rockland city, ME",0,T,3145,23635,ENU2363510010,LAUST236350000000003
H,CT2364675000000,"Saco city, ME",0,T,3152,23646,ENU2364610010,LAUST236460000000003
H,CT2365725000000,"Sanford city, ME",0,T,3159,23657,ENU2365710010,LAUST236570000000003
H,CT2380740000000,"Waterville city, ME",0,T,3242,23807,ENU2380710010,LAUST238070000000003
H,CT2382105000000,"Westbrook city, ME",0,T,3250,23821,ENU2382110010,LAUST238210000000003
H,CT2501260000000,"Amesbury Town city, MA",0,T,3392,25012,ENU2501210010,LAUST250120000000003
H,CT2519370000000,"Easthampton Town city, MA",0,T,3472,25193,ENU2519310010,LAUST251930000000003
H,CT2525485000000,"Gardner city, MA",0,T,3489,25254,ENU2525410010,LAUST252540000000003
H,CT2527060000000,"Greenfield city, MA",0,T,3499,25270,ENU2527010010,LAUST252700000000003
H,CT2545245000000,"Newburyport city, MA",0,T,3589,25452,ENU2545210010,LAUST254520000000003
H,CT2546225000000,"North Adams city, MA",0,T,3594,25462,ENU2546210010,LAUST254620000000003
H,CT2552144000000,"Palmer Town city, MA",0,T,3612,25521,ENU2552110010,LAUST255210000000003
H,CT2563345000000,"Southbridge Town city, MA",0,T,3662,25633,ENU2563310010,LAUST256330000000003
H,CT2581005000000,"Winthrop Town city, MA",0,T,3731,25810,ENU2581010010,LAUST258100000000003
H,CT3305140000000,"Berlin city, NH",0,T,4740,33051,ENU3305110010,LAUST330510000000003
H,CT3312900000000,"Claremont city, NH",0,T,4762,33129,ENU3312910010,LAUST331290000000003
H,CT3327380000000,"Franklin city, NH",0,T,4797,33273,ENU3327310010,LAUST332730000000003
H,CT3339300000000,"Keene city, NH",0,T,4834,33393,ENU3339310010,LAUST333930000000003
H,CT3340180000000,"Laconia city, NH",0,T,4837,33401,ENU3340110010,LAUST334010000000003
H,CT3341300000000,"Lebanon city, NH",0,T,4841,33413,ENU3341310010,LAUST334130000000003
H,CT3362900000000,"Portsmouth city, NH",0,T,4901,33629,ENU3362910010,LAUST336290000000003
H,CT3369940000000,"Somersworth city, NH",0,T,4919,33699,ENU3369910010,LAUST336990000000003
H,CT4414140000000,"Central Falls city, RI",0,T,6364,44141,ENU4414110010,LAUST441410000000003
H,CT5003175000000,"Barre city, VT",0,T,7437,50031,ENU5003110010,LAUST500310000000003
H,CT5046000000000,"Montpelier city, VT",0,T,7555,50460,ENU5046010010,LAUST504600000000003
H,CT5048850000000,"Newport city, VT",0,T,7565,50488,ENU5048810010,LAUST504880000000003
H,CT5061225000000,"Rutland city, VT",0,T,7597,50612,ENU5061210010,LAUST506120000000003
H,CT5061675000000,"St. Albans city, VT",0,T,7600,50616,ENU5061610010,LAUST506160000000003
H,CT5066175000000,"South Burlington city, VT",0,T,7614,50661,ENU5066110010,LAUST506610000000003
H,CT5074650000000,"Vergennes city, VT",0,T,7635,50746,ENU5074610010,LAUST507460000000003
H,CT5085150000000,"Winooski city, VT",0,T,7671,50851,ENU5085110010,LAUST508510000000003
I,PT0107000073000,"Birmingham city, Jefferson County part, AL",0,T,125,01070,ENU0107010010,LAUST010700000000003
I,PT0107000117000,"Birmingham city, Shelby County part, AL",0,T,126,01070,ENU0107010010,LAUST010700000000003
I,PT0120104083000,"Decatur city, Limestone County part, AL",0,T,127,01201,ENU0120110010,LAUST012010000000003
I,PT0120104103000,"Decatur city, Morgan County part, AL",0,T,128,01201,ENU0120110010,LAUST012010000000003
I,PT0121184045000,"Dothan city, Dale County part, AL",0,T,129,01211,ENU0121110010,LAUST012110000000003
I,PT0121184069000,"Dothan city, Houston County part, AL",0,T,130,01211,ENU0121110010,LAUST012110000000003
I,PT0124184031000,"Enterprise city, Coffee County part, AL",0,T,131,01241,ENU0124110010,LAUST012410000000003
I,PT0124184045000,"Enterprise city, Dale County part, AL",0,T,132,01241,ENU0124110010,LAUST012410000000003
I,PT0135896073000,"Hoover city, Jefferson County part, AL",0,T,133,01358,ENU0135810010,LAUST013580000000003
I,PT0135896117000,"Hoover city, Shelby County part, AL",0,T,134,01358,ENU0135810010,LAUST013580000000003
I,PT0137000083000,"Huntsville city, Limestone County part, AL",0,T,135,01370,ENU0137010010,LAUST013700000000003
I,PT0137000089000,"Huntsville city, Madison County part, AL",0,T,136,01370,ENU0137010010,LAUST013700000000003
I,PT0145784083000,"Madison city, Limestone County part, AL",0,T,137,01457,ENU0145710010,LAUST014570000000003
I,PT0145784089000,"Madison city, Madison County part, AL",0,T,138,01457,ENU0145710010,LAUST014570000000003
I,PT0159472081000,"Phenix City city, Lee County part, AL",0,T,139,01594,ENU0159410010,LAUST015940000000003
I,PT0159472113000,"Phenix City city, Russell County part, AL",0,T,140,01594,ENU0159410010,LAUST015940000000003
I,PT0162328001000,"Prattville city, Autauga County part, AL",0,T,141,01623,ENU0162310010,LAUST016230000000003
I,PT0162328051000,"Prattville city, Elmore County part, AL",0,T,142,01623,ENU0162310010,LAUST016230000000003
I,PT0176944073000,"Trussville city, Jefferson County part, AL",0,T,143,01769,ENU0176910010,LAUST017690000000003
I,PT0176944115000,"Trussville city, St. Clair County part, AL",0,T,144,01769,ENU0176910010,LAUST017690000000003
I,PT0178552073000,"Vestavia Hills city, Jefferson County part, AL",0,T,145,01785,ENU0178510010,LAUST017850000000003
I,PT0178552117000,"Vestavia Hills city, Shelby County part, AL",0,T,146,01785,ENU0178510010,LAUST017850000000003
I,PT0402830013000,"Apache Junction city, Maricopa County part, AZ",0,T,253,04028,ENU0402810010,LAUST040280000000003
I,PT0402830021000,"Apache Junction city, Pinal County part, AZ",0,T,254,04028,ENU0402810010,LAUST040280000000003
I,PT0458150013000,"Queen Creek town, Maricopa County part, AZ",0,T,255,04581,ENU0458110010,LAUST045810000000003
